first,last,team,cost,total_points,goals_scored,assists,clean_sheets,minutes,popularity,play_chance,full_name,goals_per_90,assists_per_90,points_per_million,is_playing_next
Stephy,Mavididi,11,5.0,72,4,1,1,1606,0.3,0.0,Stephy Mavididi,0.2241593896797353,0.05603984741993383,14.399997120000576,False
Kasey,McAteer,11,4.7,33,1,1,3,761,0.0,100.0,Kasey McAteer,0.11826542622353699,0.11826542622353699,7.021275101856361,True
Wilfred,Ndidi,11,4.9,64,0,5,3,2325,0.2,100.0,Wilfred Ndidi,0.0,0.19354837960457885,13.061221824240443,True
Caleb,Okoli,11,4.0,27,1,0,1,1122,0.4,100.0,Caleb Okoli,0.08021389730904567,0.0,6.749998312500422,True
Ricardo,Barbosa Pereira,11,4.1,10,0,0,0,364,0.1,75.0,Ricardo Barbosa Pereira,0.0,0.0,2.43902379536005,False
Harry,Souttar,11,4.0,0,0,0,0,0,0.0,0.0,Harry Souttar,0.0,0.0,0.0,False
Jakub,Stolarczyk,11,4.0,23,0,0,2,810,0.5,100.0,Jakub Stolarczyk,0.0,0.0,5.749998562500359,True
Luke,Thomas,11,3.9,22,0,0,2,1038,1.4,,Luke Thomas,0.0,0.0,5.641024194609181,True
Jamie,Vardy,11,5.4,128,9,5,4,2825,6.2,100.0,Jamie Vardy,0.2867256545821915,0.15929203032343975,23.703699314129754,True
Jannik,Vestergaard,11,3.9,11,0,0,0,1390,1.5,100.0,Jannik Vestergaard,0.0,0.0,2.8205120973045905,True
Danny,Ward,11,3.9,2,0,0,0,135,2.0,,Danny Ward,0.0,0.0,0.5128203813281074,True
Harry,Winks,11,4.3,40,0,2,0,1536,4.7,100.0,Harry Winks,0.0,0.11718749313354532,9.302323418064322,True
Oliver,Skipp,11,4.7,24,0,0,2,1047,0.0,,Oliver Skipp,0.0,0.0,5.106381892259171,True
Abdul,Fatawu,11,5.1,26,0,2,0,576,0.2,0.0,Abdul Fatawu,0.0,0.3124999511718826,5.098038216070938,False
Will,Alves,11,4.4,1,0,0,0,1,0.1,0.0,Will Alves,0.0,0.0,0.22727267561984643,False
Ben,Nelson,11,4.0,0,0,0,0,0,0.0,0.0,Ben Nelson,0.0,0.0,0.0,False
Bilal,El Khannouss,11,4.8,83,2,4,3,2179,0.3,,Bilal El Khannouss,0.08260669690931495,0.1652133938186299,17.29166306423686,True
Henry,Cartwright,11,4.5,0,0,0,0,0,0.0,,Henry Cartwright,0.0,0.0,0.0,True
Thomas,Wilson-Brown,11,4.0,0,0,0,0,0,0.0,0.0,Thomas Wilson-Brown,0.0,0.0,0.0,False
Woyo,Coulibaly,11,4.0,1,0,0,0,107,0.0,,Woyo Coulibaly,0.0,0.0,0.24999993750001562,True
Ruud,van Nistelrooij,11,0.5,48,0,0,0,0,0.5,,Ruud van Nistelrooij,0.0,0.0,95.999808000384,True
Jeremy,Monga,11,4.5,6,0,0,0,87,0.0,100.0,Jeremy Monga,0.0,0.0,1.3333330370371028,True
Olabade,Aluko,11,4.0,0,0,0,0,0,0.0,,Olabade Aluko,0.0,0.0,0.0,True
Jake,Evans,11,4.5,3,0,0,0,17,0.0,,Jake Evans,0.0,0.0,0.6666665185185514,True
Alisson,Ramses Becker,12,5.5,105,0,0,10,2328,8.4,100.0,Alisson Ramses Becker,0.0,0.0,19.09090561983534,True
Trent,Alexander-Arnold,12,7.2,147,3,7,12,2317,16.7,100.0,Trent Alexander-Arnold,0.1165299911576611,0.27190331270120927,20.416663831018912,True
Stefan,Bajčetić Maquieira,12,4.5,0,0,0,0,0,0.0,0.0,Stefan Bajčetić Maquieira,0.0,0.0,0.0,False
Conor,Bradley,12,4.7,36,0,1,3,623,1.0,100.0,Conor Bradley,0.0,0.14446225842439284,7.659572838388757,True
Bobby,Clark,12,4.5,0,0,0,0,0,0.0,0.0,Bobby Clark,0.0,0.0,0.0,False
Darwin,Núñez Ribeiro,12,7.0,64,5,3,2,1057,1.9,100.0,Darwin Núñez Ribeiro,0.42573317094041124,0.25543990256424676,9.14285583673488,True
Diogo,Teixeira da Silva,12,7.2,86,6,4,7,1154,2.6,100.0,Diogo Teixeira da Silva,0.46793757182462614,0.3119583812164174,11.944442785494058,True
Ben,Doak,12,4.5,0,0,0,0,0,0.0,0.0,Ben Doak,0.0,0.0,0.0,False
Harvey,Elliott,12,5.2,19,0,1,0,264,0.2,100.0,Harvey Elliott,0.0,0.34090897469012227,3.653845451183567,True
Endo,Wataru,12,4.6,19,0,0,0,225,0.1,,Endo Wataru,0.0,0.0,4.130433884688286,True
Cody,Gakpo,12,7.2,118,10,4,5,1769,5.0,100.0,Cody Gakpo,0.5087619865525276,0.203504794621011,16.388886612654638,True
Joe,Gomez,12,4.7,14,0,0,1,517,0.4,25.0,Joe Gomez,0.0,0.0,2.9787227704845165,False
Ryan,Gravenberch,12,5.0,91,0,4,14,3003,0.7,100.0,Ryan Gravenberch,0.0,0.11988011628730921,18.19999636000073,True
Curtis,Jones,12,5.3,84,3,5,6,1585,0.2,100.0,Curtis Jones,0.17034699348187418,0.2839116558031236,15.849053613386111,True
Caoimhin,Kelleher,12,3.9,45,0,0,4,900,1.2,,Caoimhin Kelleher,0.0,0.0,11.538458579882414,True
Ibrahima,Konaté,12,5.3,103,1,2,11,2410,7.1,100.0,Ibrahima Konaté,0.037344396945644925,0.07468879389128985,19.433958597366303,True
Luis,Díaz,12,7.5,180,13,7,15,2298,17.1,100.0,Luis Díaz,0.5091383612608996,0.27415142529433056,23.999996800000424,True
Mohamed,Salah,12,13.6,332,28,18,15,3194,66.9,,Mohamed Salah,0.7889793140237514,0.5072009875866973,24.41176291089979,True
Alexis,Mac Allister,12,6.2,122,5,6,14,2597,1.9,100.0,Alexis Mac Allister,0.17327685190800282,0.2079322222896034,19.677416181061904,True
James,McConnell,12,4.3,0,0,0,0,0,0.1,100.0,James McConnell,0.0,0.0,0.0,True
Tyler,Morton,12,4.4,0,0,0,0,0,0.1,100.0,Tyler Morton,0.0,0.0,0.0,True
Nathaniel,Phillips,12,4.0,0,0,0,0,0,0.1,0.0,Nathaniel Phillips,0.0,0.0,0.0,False
Jarell,Quansah,12,3.9,8,0,0,0,398,1.0,100.0,Jarell Quansah,0.0,0.0,2.0512815253124295,True
Rhys,Williams,12,4.0,0,0,0,0,0,0.0,0.0,Rhys Williams,0.0,0.0,0.0,False
Andrew,Robertson,12,5.8,89,0,1,10,2395,4.0,,Andrew Robertson,0.0,0.03757828668808108,15.344824940547424,True
Dominik,Szoboszlai,12,6.1,134,5,10,12,2362,2.6,100.0,Dominik Szoboszlai,0.19051650417168273,0.38103300834336545,21.96720951357221,True
Konstantinos,Tsimikas,12,4.6,42,0,1,4,739,0.2,100.0,Konstantinos Tsimikas,0.0,0.12178618273239997,9.130432797732,True
Virgil,van Dijk,12,6.7,142,3,1,14,3240,25.7,,Virgil van Dijk,0.08333333101851859,0.027777777006172864,21.194026687458702,True
Federico,Chiesa,12,6.8,5,0,0,0,41,0.2,100.0,Federico Chiesa,0.0,0.0,0.7352940095155869,True
Vítezslav,Jaros,12,4.0,1,0,0,0,11,0.1,,Vítezslav Jaros,0.0,0.0,0.24999993750001562,True
Harvey,Davies,12,4.0,0,0,0,0,0,0.0,,Harvey Davies,0.0,0.0,0.0,True
Treymaurice,Nyoni,12,4.5,0,0,0,0,0,0.0,,Treymaurice Nyoni,0.0,0.0,0.0,True
Amara,Nallo,12,4.0,0,0,0,0,0,0.0,,Amara Nallo,0.0,0.0,0.0,True
Jayden,Danns,12,4.5,1,0,0,0,10,0.0,0.0,Jayden Danns,0.0,0.0,0.22222217283951715,False
Arne,Slot,12,1.5,112,0,0,0,0,5.7,,Arne Slot,0.0,0.0,74.66661688892208,True
Manuel,Akanji,13,5.3,53,0,0,5,1832,2.3,100.0,Manuel Akanji,0.0,0.0,9.999998113207903,True
Nathan,Aké,13,5.3,25,0,0,3,677,0.8,50.0,Nathan Aké,0.0,0.0,4.7169802420792,False
Bernardo,Veiga de Carvalho e Silva,13,6.1,96,3,4,8,2487,2.7,100.0,Bernardo Veiga de Carvalho e Silva,0.10856453165628957,0.14475270887505276,15.737702338081585,True
Oscar,Bobb,13,4.7,2,0,0,0,13,0.1,50.0,Oscar Bobb,0.0,0.0,0.425531824354931,False
Scott,Carson,13,3.9,0,0,0,0,0,0.2,,Scott Carson,0.0,0.0,0.0,True
Kevin,De Bruyne,13,9.6,110,4,9,9,1621,14.1,100.0,Kevin De Bruyne,0.22208512030372554,0.49969152068338246,11.45833213975707,True
Jérémy,Doku,13,6.2,84,3,6,7,1432,1.7,100.0,Jérémy Doku,0.18854747418346882,0.37709494836693763,13.54838491155082,True
Ederson,Santana de Moraes,13,5.3,103,0,4,9,2140,5.6,100.0,Ederson Santana de Moraes,0.0,0.16822429199056715,19.433958597366303,True
Phil,Foden,13,9.1,104,7,3,6,1763,4.6,100.0,Phil Foden,0.35734541567720507,0.15314803529023074,11.428570172684598,True
Jack,Grealish,13,6.4,37,1,1,2,709,0.2,100.0,Jack Grealish,0.1269393350852748,0.1269393350852748,5.7812490966798284,True
Joško,Gvardiol,13,6.5,143,5,0,12,3098,37.8,100.0,Joško Gvardiol,0.1452549990080859,0.0,21.999996615385136,True
Erling,Haaland,13,14.9,173,21,3,8,2570,23.6,100.0,Erling Haaland,0.7354085345576777,0.10505836207966825,11.610737475789431,True
Julián,Álvarez,13,7.0,0,0,0,0,0,0.1,0.0,Julián Álvarez,0.0,0.0,0.0,False
João,Cavaco Cancelo,13,5.3,0,0,0,0,0,0.2,0.0,João Cavaco Cancelo,0.0,0.0,0.0,False
Mateo,Kovačić,13,5.4,107,6,2,10,2128,1.4,100.0,Mateo Kovačić,0.25375938776393564,0.08458646258797854,19.81481114540534,True
Rico,Lewis,13,4.3,66,1,2,5,1888,3.5,100.0,Rico Lewis,0.047669489253043415,0.09533897850608683,15.34883363980613,True
Matheus Luiz,Nunes,13,4.9,70,1,5,8,1490,0.2,100.0,Matheus Luiz Nunes,0.0604026809152743,0.3020134045763715,14.285711370262984,True
James,McAtee,13,4.6,31,3,0,0,340,0.1,,James McAtee,0.7941174368512667,0.0,6.739128969754572,True
Stefan,Ortega Moreno,13,5.2,35,0,0,3,1099,0.7,,Stefan Ortega Moreno,0.0,0.0,6.730767936390781,True
Rodrigo 'Rodri',Hernandez,13,6.2,2,0,0,0,65,0.8,50.0,Rodrigo 'Rodri' Hernandez,0.0,0.0,0.32258059313216236,False
Rúben,Gato Alves Dias,13,5.5,81,0,0,10,2089,5.3,100.0,Rúben Gato Alves Dias,0.0,0.0,14.727270049587263,True
John,Stones,13,5.3,29,2,0,1,544,1.0,0.0,John Stones,0.3308822981996198,0.0,5.471697080811872,False
Kyle,Walker,13,5.1,13,0,0,0,966,2.6,0.0,Kyle Walker,0.0,0.0,2.549019108035469,False
Sávio 'Savinho',Moreira de Oliveira,13,6.0,105,1,11,8,1744,2.1,100.0,Sávio 'Savinho' Moreira de Oliveira,0.051605501924028,0.567660521164308,17.49999708333382,True
Nico,O'Reilly,13,4.9,31,2,0,3,525,0.3,100.0,Nico O'Reilly,0.3428570840816427,0.0,6.326529321116465,True
Ilkay,Gündogan,13,6.3,77,0,5,8,2044,0.5,,Ilkay Gündogan,0.0,0.22015654607921273,12.222220282187257,True
Issa,Kaboré,13,4.5,0,0,0,0,0,0.0,0.0,Issa Kaboré,0.0,0.0,0.0,False
Jacob,Wright,13,4.5,0,0,0,0,0,0.0,0.0,Jacob Wright,0.0,0.0,0.0,False
Jahmai,Simpson-Pusey,13,4.0,1,0,0,0,95,0.0,100.0,Jahmai Simpson-Pusey,0.0,0.0,0.24999993750001562,True
Josh,Wilson-Esbrand,13,4.0,0,0,0,0,0,0.0,0.0,Josh Wilson-Esbrand,0.0,0.0,0.0,False
Divin,Mubama,13,4.5,1,0,0,0,27,0.1,,Divin Mubama,0.0,0.0,0.22222217283951715,True
Max,Alleyne,13,4.0,0,0,0,0,0,0.0,,Max Alleyne,0.0,0.0,0.0,True
Spike,Brits,13,4.0,0,0,0,0,0,0.0,,Spike Brits,0.0,0.0,0.0,True
Abdukodir,Khusanov,13,5.0,14,0,0,2,503,0.4,,Abdukodir Khusanov,0.0,0.0,2.799999440000112,True
Vitor,de Oliveira Nunes dos Reis,13,4.5,1,0,0,0,1,0.0,,Vitor de Oliveira Nunes dos Reis,0.0,0.0,0.22222217283951715,True
Pep,Guardiola,13,1.5,94,0,0,0,0,34.4,,Pep Guardiola,0.0,0.0,62.66662488891674,True
Omar,Marmoush,13,7.4,63,6,1,6,1003,22.1,,Omar Marmoush,0.5383847971539066,0.0897307995256511,8.513512363038869,True
Nico,González,13,6.0,22,0,1,5,649,0.0,,Nico González,0.0,0.1386748652068754,3.666666055555657,True
Claudio,Echeverri,13,5.8,0,0,0,0,0,0.0,,Claudio Echeverri,0.0,0.0,0.0,True
Amad,Diallo,14,5.3,116,7,7,6,1808,4.1,100.0,Amad Diallo,0.3484513100881538,0.3484513100881538,21.886788323247487,True
Antony Matheus,dos Santos,14,5.7,8,0,0,0,135,0.2,0.0,Antony Matheus dos Santos,0.0,0.0,1.4035085257002586,False
Bruno,Borges Fernandes,14,8.4,167,8,11,9,2927,14.7,100.0,Bruno Borges Fernandes,0.24598564327341718,0.33823025950094865,19.88095001417262,True
Altay,Bayindir,14,4.3,2,0,0,0,270,0.1,100.0,Altay Bayindir,0.0,0.0,0.46511617090321605,True
Carlos Henrique,Casimiro,14,4.6,46,1,0,5,1399,0.4,100.0,Carlos Henrique Casimiro,0.06433166133677662,0.0,9.99999782608743,True
Diogo,Dalot Teixeira,14,5.0,94,0,4,8,2787,4.7,25.0,Diogo Dalot Teixeira,0.0,0.12917114760480686,18.799996240000752,False
Christian,Eriksen,14,5.2,39,0,2,4,1028,0.2,100.0,Christian Eriksen,0.0,0.17509726093506472,7.499998557692584,True
Jonny,Evans,14,4.4,14,0,0,1,288,0.1,100.0,Jonny Evans,0.0,0.0,3.18181745867785,True
Alejandro,Garnacho,14,5.9,106,6,4,5,2188,4.8,100.0,Alejandro Garnacho,0.24680072110965956,0.16453381407310635,17.966098649813787,True
Hannibal,Mejbri,14,4.5,0,0,0,0,0,0.0,0.0,Hannibal Mejbri,0.0,0.0,0.0,False
Tom,Heaton,14,3.9,0,0,0,0,0,0.2,100.0,Tom Heaton,0.0,0.0,0.0,True
Rasmus,Højlund,14,6.9,76,4,1,5,1918,1.0,100.0,Rasmus Højlund,0.18769550735526816,0.04692387683881704,11.014491157320121,True
Victor,Lindelöf,14,4.3,21,0,0,1,605,0.1,100.0,Victor Lindelöf,0.0,0.0,4.883719794483769,True
Harry,Maguire,14,4.9,42,1,0,2,1661,0.8,100.0,Harry Maguire,0.0541842234337266,0.0,8.571426822157791,True
Kobbie,Mainoo,14,5.2,41,0,0,5,1601,1.7,100.0,Kobbie Mainoo,0.0,0.0,7.884613868343487,True
Tyrell,Malacia,14,4.4,2,0,0,0,99,0.0,0.0,Tyrell Malacia,0.0,0.0,0.45454535123969286,False
Lisandro,Martínez,14,4.3,68,2,1,6,1751,2.3,0.0,Lisandro Martínez,0.10279839563000821,0.051399197815004107,15.813949810709346,False
Scott,McTominay,14,4.9,2,0,0,0,17,0.1,0.0,Scott McTominay,0.0,0.0,0.40816318200751384,False
Mason,Mount,14,6.3,22,1,0,2,548,0.2,100.0,Mason Mount,0.1642335496696725,0.0,3.4920629377677876,True
André,Onana,14,4.9,120,0,0,9,3060,5.1,,André Onana,0.0,0.0,24.48979092045083,True
Facundo,Pellistri Rebollo,14,5.0,0,0,0,0,0,0.0,0.0,Facundo Pellistri Rebollo,0.0,0.0,0.0,False
Luke,Shaw,14,4.9,5,0,0,0,346,0.2,100.0,Luke Shaw,0.0,0.0,1.0204079550187846,True
Joshua,Zirkzee,14,6.5,64,3,2,3,1385,1.5,0.0,Joshua Zirkzee,0.19494583570749083,0.12996389047166054,9.84615233136118,False
Leny,Yoro,14,4.3,22,0,0,1,1160,0.2,25.0,Leny Yoro,0.0,0.0,5.116277879935377,False
Matthijs,de Ligt,14,4.8,68,2,0,4,2119,2.9,25.0,Matthijs de Ligt,0.08494572550961996,0.0,14.166663715278393,False
Noussair,Mazraoui,14,4.2,87,0,1,7,2817,7.4,100.0,Noussair Mazraoui,0.0,0.031948880768406365,20.7142807823141,True
Toby,Collyer,14,4.5,6,0,0,0,174,0.0,100.0,Toby Collyer,0.0,0.0,1.3333330370371028,True
Ethan,Wheatley,14,4.5,0,0,0,0,0,1.0,0.0,Ethan Wheatley,0.0,0.0,0.0,False
Manuel,Ugarte,14,4.9,49,1,2,4,1777,0.1,100.0,Manuel Ugarte,0.05064715556654811,0.10129431113309623,9.999997959184089,True
Ayden,Heaven,14,4.0,2,0,0,0,104,0.1,100.0,Ayden Heaven,0.0,0.0,0.49999987500003124,True
Jack,Fletcher,14,4.5,0,0,0,0,0,0.0,,Jack Fletcher,0.0,0.0,0.0,True
Harry,Amass,14,4.0,4,0,0,0,345,0.1,,Harry Amass,0.0,0.0,0.9999997500000625,True
Jayce,Fitzgerald,14,4.5,0,0,0,0,0,0.0,,Jayce Fitzgerald,0.0,0.0,0.0,True
Godwill,Kukonki,14,4.0,0,0,0,0,0,0.0,,Godwill Kukonki,0.0,0.0,0.0,True
Ruben Filipe,Marques Diogo Amorim,14,0.8,66,0,0,0,0,1.5,,Ruben Filipe Marques Diogo Amorim,0.0,0.0,82.4998968751289,True
Elyh,Harrison,14,4.0,0,0,0,0,0,0.0,,Elyh Harrison,0.0,0.0,0.0,True
Patrick,Dorgu,14,4.5,11,0,0,1,750,0.2,100.0,Patrick Dorgu,0.0,0.0,2.4444439012346884,True
Chido,Obi-Martin,14,4.5,6,0,0,0,151,0.2,,Chido Obi-Martin,0.0,0.0,1.3333330370371028,True
Tyler,Fredricson,14,4.0,2,0,0,0,166,0.0,,Tyler Fredricson,0.0,0.0,0.49999987500003124,True
Jack,Moorhouse,14,4.5,0,0,0,0,0,0.0,,Jack Moorhouse,0.0,0.0,0.0,True
Sékou,Koné,14,4.5,0,0,0,0,0,0.0,,Sékou Koné,0.0,0.0,0.0,True
Hubert,Graczyk,14,4.0,0,0,0,0,0,0.0,,Hubert Graczyk,0.0,0.0,0.0,True
Dermot,Mee,14,4.0,0,0,0,0,0,0.0,,Dermot Mee,0.0,0.0,0.0,True
Alex,Murphy,15,4.0,0,0,0,0,0,0.5,0.0,Alex Murphy,0.0,0.0,0.0,False
Miguel,Almirón Rejala,15,5.4,10,0,0,0,150,0.3,0.0,Miguel Almirón Rejala,0.0,0.0,1.8518515089163872,False
Harvey,Barnes,15,5.9,128,9,5,6,1659,4.5,100.0,Harvey Barnes,0.4882459047967863,0.2712477248871035,21.69491157713363,True
Sven,Botman,15,4.4,12,0,0,1,350,0.0,50.0,Sven Botman,0.0,0.0,2.727272107438157,False
Bruno,Guimarães Rodriguez Moura,15,6.2,133,5,6,13,3183,3.0,100.0,Bruno Guimarães Rodriguez Moura,0.14137605632301445,0.16965126758761734,21.4516094432888,True
Dan,Burn,15,4.5,113,1,1,13,3240,11.6,100.0,Dan Burn,0.027777777006172864,0.027777777006172864,25.111105530865437,True
Martin,Dúbravka,15,4.0,44,0,0,5,900,1.3,100.0,Martin Dúbravka,0.0,0.0,10.999997250000687,True
Anthony,Gordon,15,7.4,123,6,6,10,2383,7.8,100.0,Anthony Gordon,0.2266051110388334,0.2266051110388334,16.62161937545684,True
Lewis,Hall,15,4.7,102,0,7,8,2188,4.4,0.0,Lewis Hall,0.0,0.28793417462793613,21.70212304210148,False
Isaac,Hayden,15,4.4,0,0,0,0,0,0.1,0.0,Isaac Hayden,0.0,0.0,0.0,False
Alexander,Isak,15,9.5,209,23,6,12,2668,57.1,100.0,Alexander Isak,0.7758620427932593,0.2023987937721546,21.999997684210772,True
Jacob,Murphy,15,5.2,157,8,13,11,2287,15.0,100.0,Jacob Murphy,0.31482289972275423,0.5115872120494757,30.19230188609579,True
Joelinton Cássio,Apolinário de Lira,15,6.0,99,4,4,10,2394,1.1,0.0,Joelinton Cássio Apolinário de Lira,0.15037593419639345,0.15037593419639345,16.499997250000458,False
Lloyd,Kelly,15,4.2,12,0,1,0,299,0.1,0.0,Lloyd Kelly,0.0,0.3010032538786192,2.85714217687091,False
Emil,Krafth,15,4.3,17,0,0,1,334,0.1,100.0,Emil Krafth,0.0,0.0,3.9534874526773365,True
Garang,Kuol,15,4.4,0,0,0,0,0,0.1,,Garang Kuol,0.0,0.0,0.0,True
Jamaal,Lascelles,15,4.5,0,0,0,0,0,0.0,100.0,Jamaal Lascelles,0.0,0.0,0.0,True
Jamal,Lewis,15,4.0,0,0,0,0,0,0.1,0.0,Jamal Lewis,0.0,0.0,0.0,False
Tino,Livramento,15,4.6,103,0,1,10,2745,8.7,100.0,Tino Livramento,0.0,0.03278688417092183,22.391299480152288,True
Sean,Longstaff,15,4.4,34,0,1,2,783,0.3,,Sean Longstaff,0.0,0.1149425155238488,7.727270971074779,True
Lewis,Miley,15,5.0,21,1,0,0,304,0.0,100.0,Lewis Miley,0.29605254393181263,0.0,4.199999160000168,True
Odysseas,Vlachodimos,15,4.2,0,0,0,0,0,0.1,,Odysseas Vlachodimos,0.0,0.0,0.0,True
Nick,Pope,15,5.0,99,0,0,8,2430,5.9,100.0,Nick Pope,0.0,0.0,19.799996040000792,True
John,Ruddy,15,3.9,0,0,0,0,0,0.3,,John Ruddy,0.0,0.0,0.0,True
Fabian,Schär,15,5.5,117,4,2,11,2845,4.3,100.0,Fabian Schär,0.12653778158579954,0.06326889079289977,21.27272340495938,True
Matt,Targett,15,3.9,2,0,0,0,20,0.3,25.0,Matt Targett,0.0,0.0,0.5128203813281074,False
Sandro,Tonali,15,5.5,104,4,2,11,2535,0.8,100.0,Sandro Tonali,0.14201182927768652,0.07100591463884326,18.909087471075004,True
Kieran,Trippier,15,5.6,71,0,3,6,1272,4.9,25.0,Kieran Trippier,0.0,0.2122641359247074,12.678569164541221,False
Joe,White,15,4.5,0,0,0,0,0,0.1,0.0,Joe White,0.0,0.0,0.0,False
Joe,Willock,15,4.7,45,0,2,4,1020,0.1,50.0,Joe Willock,0.0,0.17647057266436122,9.574466047985947,False
Callum,Wilson,15,6.9,18,0,0,0,335,0.2,100.0,Callum Wilson,0.0,0.0,2.608695274102134,True
Miodrag,Pivaš,15,4.0,0,0,0,0,0,0.1,0.0,Miodrag Pivaš,0.0,0.0,0.0,False
William,Osula,15,4.9,18,1,0,0,122,0.2,,William Osula,0.7377043738246423,0.0,3.6734686380676247,True
Eddie,Howe,15,1.5,97,0,0,0,0,1.9,,Eddie Howe,0.0,0.0,64.6666235555843,True
Sean,Neave,15,4.5,0,0,0,0,0,0.0,,Sean Neave,0.0,0.0,0.0,True
Álex,Moreno Lopera,16,4.2,34,0,1,3,952,0.4,100.0,Álex Moreno Lopera,0.0,0.09453780618865279,8.095236167800913,True
Ola,Aina,16,5.3,127,2,1,12,2914,13.2,100.0,Ola Aina,0.06177075993158257,0.030885379965791285,23.962259629762332,True
Elliot,Anderson,16,5.0,106,2,6,13,2636,0.3,100.0,Elliot Anderson,0.06828527839693663,0.20485583519080988,21.199995760000846,True
Taiwo,Awoniyi,16,5.5,32,1,0,1,398,0.3,0.0,Taiwo Awoniyi,0.22613060213127084,0.0,5.818180760330771,False
Willy,Boly,16,4.2,6,0,0,0,146,0.1,100.0,Willy Boly,0.0,0.0,1.428571088435455,True
Josh,Bowler,16,4.5,0,0,0,0,0,0.0,0.0,Josh Bowler,0.0,0.0,0.0,False
Carlos Miguel,dos Santos Pereira,16,4.1,0,0,0,0,0,0.1,100.0,Carlos Miguel dos Santos Pereira,0.0,0.0,0.0,True
Eric,da Silva Moreira,16,4.3,2,0,0,0,28,0.1,,Eric da Silva Moreira,0.0,0.0,0.46511617090321605,True
Danilo,dos Santos de Oliveira,16,4.7,11,0,0,1,271,0.0,100.0,Danilo dos Santos de Oliveira,0.0,0.0,2.3404250339521204,True
Emmanuel,Dennis,16,4.9,0,0,0,0,0,0.2,0.0,Emmanuel Dennis,0.0,0.0,0.0,False
Nicolás,Domínguez,16,4.8,52,0,1,7,1887,0.0,100.0,Nicolás Domínguez,0.0,0.04769475130231711,10.83333107638936,True
Anthony,Elanga,16,5.5,151,6,11,12,2406,10.2,100.0,Anthony Elanga,0.22443889434767225,0.4114713063040658,27.454540462810826,True
Morgan,Gibbs-White,16,6.5,152,7,11,13,2715,7.0,100.0,Morgan Gibbs-White,0.23204419120295497,0.3646408718903578,23.384611786982802,True
Callum,Hudson-Odoi,16,5.1,102,5,3,11,2157,1.2,50.0,Callum Hudson-Odoi,0.20862307891697862,0.1251738473501872,19.999996078432144,False
Alex,Mighten,16,4.5,0,0,0,0,0,0.0,0.0,Alex Mighten,0.0,0.0,0.0,False
Murillo,Santiago Costa dos Santos,16,4.8,128,2,0,12,3098,4.4,75.0,Murillo Santiago Costa dos Santos,0.05810199960323436,0.0,26.66666111111227,False
Neco,Williams,16,4.5,107,1,3,10,2498,4.2,,Neco Williams,0.03602882176037071,0.10808646528111213,23.777772493828333,True
Omar,Richards,16,4.5,0,0,0,0,0,0.0,0.0,Omar Richards,0.0,0.0,0.0,False
Lewis,O'Brien,16,5.0,0,0,0,0,0,0.0,0.0,Lewis O'Brien,0.0,0.0,0.0,False
Andrew,Omobamidele,16,4.2,0,0,0,0,0,0.0,0.0,Andrew Omobamidele,0.0,0.0,0.0,False
Jonathan,Panzo,16,4.0,0,0,0,0,0,0.0,0.0,Jonathan Panzo,0.0,0.0,0.0,False
Ibrahim,Sangaré,16,4.3,19,0,1,2,528,1.2,100.0,Ibrahim Sangaré,0.0,0.17045451639979836,4.418603623580553,True
Matz,Sels,16,5.2,148,0,1,13,3330,20.7,100.0,Matz Sels,0.0,0.027027026296566857,28.46153298816673,True
Harry,Toffolo,16,4.2,4,0,0,0,135,0.1,,Harry Toffolo,0.0,0.0,0.9523807256236367,True
Hwang,Ui-jo,16,4.5,0,0,0,0,0,0.8,0.0,Hwang Ui-jo,0.0,0.0,0.0,False
Chris,Wood,16,7.2,198,20,3,15,2868,31.8,100.0,Chris Wood,0.6276150430664735,0.09414225645997103,27.499996180556085,True
Joe,Worrall,16,4.5,0,0,0,0,0,0.0,0.0,Joe Worrall,0.0,0.0,0.0,False
Ryan,Yates,16,4.8,66,2,2,6,1879,0.1,100.0,Ryan Yates,0.09579563138818158,0.09579563138818158,13.749997135417264,True
Nikola,Milenković,16,5.2,143,5,2,13,3240,18.2,,Nikola Milenković,0.1388888850308643,0.05555555401234573,27.499994711539475,True
João Pedro,Ferreira Silva,16,5.9,51,3,2,1,828,0.1,100.0,João Pedro Ferreira Silva,0.32608692107750864,0.21739128071833907,8.64406633151418,True
Ramón,Sosa,16,5.5,25,1,0,1,280,0.1,,Ramón Sosa,0.3214284681122781,0.0,4.545453719008415,True
Felipe,Rodrigues da Silva,16,4.5,36,0,0,3,891,0.1,,Felipe Rodrigues da Silva,0.0,0.0,7.999998222222617,True
Zach,Abbott,16,4.0,0,0,0,0,0,0.0,,Zach Abbott,0.0,0.0,0.0,True
Wayne,Hennessey,16,4.0,0,0,0,0,0,0.0,,Wayne Hennessey,0.0,0.0,0.0,True
Nuno Herlander,Simões Espírito Santo,16,1.1,78,0,0,0,0,6.3,,Nuno Herlander Simões Espírito Santo,0.0,0.0,70.9090264463396,True
Aaron,Ramsdale,17,4.4,94,0,0,3,2610,1.4,100.0,Aaron Ramsdale,0.0,0.0,21.363631508265563,True
Cameron,Archer,17,4.8,56,2,0,2,1410,1.1,,Cameron Archer,0.12765956631960215,0.0,11.666664236111618,True
Lesley,Ugochukwu,17,4.4,45,1,1,1,1567,0.3,100.0,Lesley Ugochukwu,0.05743458508671814,0.05743458508671814,10.227270402893089,True
