first,last,team,cost,total_points,goals_scored,assists,clean_sheets,minutes,popularity,play_chance,full_name,goals_per_90,assists_per_90,points_per_million,is_playing_next
Jacob,Slater,5,4.0,0,0,0,0,0,0.0,,Jacob Slater,0.0,0.0,0.0,True
Diego,Gómez,5,5.5,18,0,0,0,446,0.0,100.0,Diego Gómez,0.0,0.0,3.2727266776860584,True
Fabian,Hürzeler,5,1.1,90,0,0,0,0,1.3,,Fabian Hürzeler,0.0,0.0,81.81810743808414,True
Joe,Knight,5,4.5,0,0,0,0,0,0.0,,Joe Knight,0.0,0.0,0.0,True
Eiran,Cashin,5,4.5,1,0,0,0,19,0.0,,Eiran Cashin,0.0,0.0,0.22222217283951715,True
Charlie,Tasker,5,4.0,0,0,0,0,0,0.0,,Charlie Tasker,0.0,0.0,0.0,True
Freddie,Simmonds,5,4.0,0,0,0,0,0,0.0,,Freddie Simmonds,0.0,0.0,0.0,True
Harry,Howell,5,4.5,0,0,0,0,0,0.0,,Harry Howell,0.0,0.0,0.0,True
Andrey,Nascimento dos Santos,6,4.5,0,0,0,0,0,0.0,0.0,Andrey Nascimento dos Santos,0.0,0.0,0.0,False
Ângelo Gabriel,Borges Damaceno,6,4.5,0,0,0,0,0,0.1,0.0,Ângelo Gabriel Borges Damaceno,0.0,0.0,0.0,False
Benoît,Badiashile,6,4.2,7,0,0,0,332,0.1,100.0,Benoît Badiashile,0.0,0.0,1.6666662698413641,True
Lucas,Bergström,6,3.9,0,0,0,0,0,0.2,,Lucas Bergström,0.0,0.0,0.0,True
Marcus,Bettinelli,6,3.9,0,0,0,0,0,0.4,,Marcus Bettinelli,0.0,0.0,0.0,True
Moisés,Caicedo Corozo,6,4.9,96,1,4,11,3261,1.0,,Moisés Caicedo Corozo,0.027598895282459193,0.11039558112983677,19.591832736360665,True
Cesare,Casadei,6,4.4,0,0,0,0,0,0.1,0.0,Cesare Casadei,0.0,0.0,0.0,False
Trevoh,Chalobah,6,4.4,93,3,1,6,1969,0.8,100.0,Trevoh Chalobah,0.13712543812021868,0.045708479373406226,21.13635883264572,True
Carney,Chukwuemeka,6,4.7,0,0,0,0,0,0.0,0.0,Carney Chukwuemeka,0.0,0.0,0.0,False
Levi,Colwill,6,4.4,94,1,1,9,3060,2.5,100.0,Levi Colwill,0.02941176384083048,0.02941176384083048,21.363631508265563,True
Marc,Cucurella Saseta,6,5.4,125,5,2,8,2898,10.9,100.0,Marc Cucurella Saseta,0.1552794982832454,0.06211179931329816,23.148143861454837,True
David Datro,Fofana,6,5.4,0,0,0,0,0,0.1,0.0,David Datro Fofana,0.0,0.0,0.0,False
Deivid Washington,de Souza Eugênio,6,4.9,0,0,0,0,0,0.1,0.0,Deivid Washington de Souza Eugênio,0.0,0.0,0.0,False
Kiernan,Dewsbury-Hall,6,5.5,17,0,1,0,253,0.1,100.0,Kiernan Dewsbury-Hall,0.0,0.35573109875178305,3.090908528925722,True
Enzo,Fernández,6,4.7,132,6,8,9,2853,4.2,100.0,Enzo Fernández,0.18927444197872423,0.252365922638299,28.085100407425443,True
Conor,Gallagher,6,5.9,0,0,0,0,0,0.1,0.0,Conor Gallagher,0.0,0.0,0.0,False
Alfie,Gilchrist,6,4.0,0,0,0,0,0,0.0,0.0,Alfie Gilchrist,0.0,0.0,0.0,False
Malo,Gusto,6,4.9,59,0,1,4,1841,1.4,100.0,Malo Gusto,0.0,0.04888647235210075,12.040813869221658,True
Reece,James,6,4.8,48,1,2,2,967,0.9,100.0,Reece James,0.0930713460429978,0.1861426920859956,9.9999979166671,True
Omari,Kellyman,6,4.3,0,0,0,0,0,0.1,0.0,Omari Kellyman,0.0,0.0,0.0,False
Roméo,Lavia,6,4.5,25,0,1,3,764,0.4,100.0,Roméo Lavia,0.0,0.1178010332433338,5.555554320987929,True
Romelu,Lukaku Bolingoli,6,6.3,0,0,0,0,0,0.2,0.0,Romelu Lukaku Bolingoli,0.0,0.0,0.0,False
Malang,Sarr,6,4.5,0,0,0,0,0,0.0,0.0,Malang Sarr,0.0,0.0,0.0,False
Noni,Madueke,6,6.0,117,7,5,5,1943,3.2,100.0,Noni Madueke,0.3242408496234295,0.2316006068738782,19.49999675000054,True
Marc,Guiu Paz,6,4.7,3,0,0,0,71,0.4,25.0,Marc Guiu Paz,0.0,0.0,0.6382977365323964,False
Mykhailo,Mudryk,6,6.1,7,0,0,0,145,0.2,0.0,Mykhailo Mudryk,0.0,0.0,1.1475407954851156,False
Nicolas,Jackson,6,7.7,121,10,6,11,2220,6.4,0.0,Nicolas Jackson,0.40540538897005174,0.24324323338203105,15.714283673469652,False
Christopher,Nkunku,6,5.7,60,3,2,2,904,2.0,50.0,Christopher Nkunku,0.2986725366365838,0.1991150244243892,10.526313942751939,False
Cole,Palmer,6,10.5,211,15,10,9,3103,35.0,100.0,Cole Palmer,0.43506282979192573,0.2900418865279505,20.09523618140608,True
Đorđe,Petrović,6,4.4,0,0,0,0,0,0.1,0.0,Đorđe Petrović,0.0,0.0,0.0,False
Renato,Palma Veiga,6,4.4,7,0,0,1,176,0.1,0.0,Renato Palma Veiga,0.0,0.0,1.590908729338925,False
Robert,Sánchez,6,4.5,120,0,0,9,2790,6.2,100.0,Robert Sánchez,0.0,0.0,26.666660740742056,True
Tosin,Adarabioyo,6,4.2,65,1,1,6,1313,0.3,,Tosin Adarabioyo,0.06854531137160852,0.06854531137160852,15.476186791384096,True
Wesley,Fofana,6,4.3,26,0,0,2,1172,0.2,0.0,Wesley Fofana,0.0,0.0,6.0465102217418085,False
Jadon,Sancho,6,6.2,83,3,5,6,1693,0.9,100.0,Jadon Sancho,0.15948020416230457,0.2658003402705076,13.387094614984738,True
Pedro,Lomba Neto,6,6.1,98,4,5,7,2185,1.5,100.0,Pedro Lomba Neto,0.16475971861401614,0.20594964826752019,16.06557113679162,True
Caleb,Wiley,6,4.0,0,0,0,0,0,0.0,0.0,Caleb Wiley,0.0,0.0,0.0,False
Filip,Jørgensen,6,4.2,18,0,0,1,540,0.4,100.0,Filip Jørgensen,0.0,0.0,4.285713265306365,True
João,Félix Sequeira,6,5.9,24,1,2,1,362,0.4,0.0,João Félix Sequeira,0.24861872271910207,0.49723744543820414,4.067795920712555,False
Samuel,Rak-Sakyi,6,4.5,0,0,0,0,0,0.0,,Samuel Rak-Sakyi,0.0,0.0,0.0,True
Tyrique,George,6,4.5,17,1,1,1,177,0.0,,Tyrique George,0.5084743177249232,0.5084743177249232,3.777776938271791,True
Josh,Acheampong,6,4.0,4,0,0,0,168,0.1,,Josh Acheampong,0.0,0.0,0.9999997500000625,True
Enzo,Maresca,6,1.5,85,0,0,0,0,1.6,,Enzo Maresca,0.0,0.0,56.666628888914076,True
Mathis,Amougou,6,4.5,1,0,0,0,7,0.0,,Mathis Amougou,0.0,0.0,0.22222217283951715,True
Aaron,Anselmino,6,4.0,0,0,0,0,0,0.0,100.0,Aaron Anselmino,0.0,0.0,0.0,True
Shumaira,Mheuka,6,4.5,1,0,0,0,1,0.0,,Shumaira Mheuka,0.0,0.0,0.22222217283951715,True
Ishé,Samuels-Smith,6,4.0,0,0,0,0,0,0.0,,Ishé Samuels-Smith,0.0,0.0,0.0,True
Genesis,Antwi,6,4.0,0,0,0,0,0,0.0,,Genesis Antwi,0.0,0.0,0.0,True
Eddie,Nketiah,7,5.9,39,1,2,2,910,0.6,100.0,Eddie Nketiah,0.09890108911967252,0.19780217823934504,6.6101683711579025,True
Ben,Chilwell,7,4.6,6,0,0,0,164,0.5,100.0,Ben Chilwell,0.0,0.0,1.304347542533143,True
Naouirou,Ahamada,7,4.5,0,0,0,0,0,0.1,0.0,Naouirou Ahamada,0.0,0.0,0.0,False
Cheick,Doucouré,7,4.8,19,0,1,1,443,0.0,0.0,Cheick Doucouré,0.0,0.2031602296062739,3.9583325086807273,False
Chris,Richards,7,4.4,65,1,1,7,1741,0.2,100.0,Chris Richards,0.05169442581706012,0.05169442581706012,14.772723915290017,True
Chadi,Riad Dnanou,7,4.3,1,0,0,0,90,0.0,0.0,Chadi Riad Dnanou,0.0,0.0,0.23255808545160803,False
Nathaniel,Clyne,7,4.3,18,0,0,1,477,0.1,,Nathaniel Clyne,0.0,0.0,4.186045538128945,True
Malcolm,Ebiowei,7,4.5,0,0,0,0,0,0.0,0.0,Malcolm Ebiowei,0.0,0.0,0.0,False
Eberechi,Eze,7,7.0,139,7,8,9,2518,14.9,100.0,Eberechi Eze,0.25019856135112367,0.2859412129727128,19.85714002040857,True
Marc,Guéhi,7,4.7,116,3,2,11,3059,6.2,100.0,Marc Guéhi,0.0882641360105354,0.05884275734035693,24.680845812585996,True
Dean,Henderson,7,4.6,132,0,0,11,3240,12.2,100.0,Dean Henderson,0.0,0.0,28.695645935729146,True
Rob,Holding,7,4.2,0,0,0,0,0,0.1,0.0,Rob Holding,0.0,0.0,0.0,False
Will,Hughes,7,4.9,63,0,4,9,1977,0.0,100.0,Will Hughes,0.0,0.18209407365277358,12.857140233236686,True
Daichi,Kamada,7,5.1,42,0,0,3,1436,0.1,100.0,Daichi Kamada,0.0,0.0,8.235292502883823,True
Jefferson,Lerma Solís,7,4.8,54,0,1,6,2090,0.1,100.0,Jefferson Lerma Solís,0.0,0.04306219910258473,11.249997656250489,True
Jean-Philippe,Mateta,7,7.5,147,14,2,8,2572,9.6,100.0,Jean-Philippe Mateta,0.48989111816088615,0.06998444545155517,19.599997386667013,True
Matheus,França de Oliveira,7,4.4,7,1,0,0,24,0.2,100.0,Matheus França de Oliveira,3.7499859375527347,0.0,1.590908729338925,True
Remi,Matthews,7,3.9,0,0,0,0,0,0.4,,Remi Matthews,0.0,0.0,0.0,True
Tyrick,Mitchell,7,4.8,118,0,5,12,3000,2.2,,Tyrick Mitchell,0.0,0.14999999550000015,24.583328211806624,True
Daniel,Muñoz,7,5.2,139,4,6,11,3049,20.4,100.0,Daniel Muñoz,0.11807149536686304,0.17710724305029457,26.730764090237674,True
David,Ozoh,7,4.5,0,0,0,0,0,0.0,0.0,David Ozoh,0.0,0.0,0.0,False
Jesurun,Rak-Sakyi,7,4.5,0,0,0,0,0,0.0,0.0,Jesurun Rak-Sakyi,0.0,0.0,0.0,False
Jeffrey,Schlupp,7,4.6,12,0,0,0,95,0.0,0.0,Jeffrey Schlupp,0.0,0.0,2.608695085066286,False
Joel,Ward,7,4.3,1,0,0,0,1,0.1,100.0,Joel Ward,0.0,0.0,0.23255808545160803,True
Adam,Wharton,7,4.7,42,0,2,4,1314,0.1,100.0,Adam Wharton,0.0,0.13698629198724027,8.93616831145355,True
Matt,Turner,7,3.9,0,0,0,0,0,7.3,100.0,Matt Turner,0.0,0.0,0.0,True
Ismaïla,Sarr,7,5.6,135,7,6,10,2556,6.6,100.0,Ismaïla Sarr,0.24647886456060336,0.2112675981948029,24.10713855229669,True
Franco,Umeh-Chibueze,7,4.4,0,0,0,0,0,0.0,100.0,Franco Umeh-Chibueze,0.0,0.0,0.0,True
Justin,Devenny,7,4.5,29,1,0,0,421,0.1,,Justin Devenny,0.21377667638978412,0.0,6.444443012345997,True
Asher,Agbinone,7,4.5,2,0,0,0,4,0.0,0.0,Asher Agbinone,0.0,0.0,0.4444443456790343,False
Kaden,Rodney,7,4.5,0,0,0,0,0,0.0,,Kaden Rodney,0.0,0.0,0.0,True
Maxence,Lacroix,7,4.5,111,1,2,11,2936,1.0,100.0,Maxence Lacroix,0.0306539500140138,0.0613079000280276,24.666661185186403,True
Caleb,Kporha,7,4.0,2,0,0,0,11,0.0,,Caleb Kporha,0.0,0.0,0.49999987500003124,True
Zach,Marsh,7,4.5,0,0,0,0,0,0.2,,Zach Marsh,0.0,0.0,0.0,True
Romain,Esse,7,4.7,12,1,0,0,44,0.1,100.0,Romain Esse,2.045450361578806,0.0,2.5531909461295856,True
Oliver,Glasner,7,0.8,109,0,0,0,0,1.2,,Oliver Glasner,0.0,0.0,136.2498296877129,True
Armando,Broja,8,5.3,12,0,0,2,327,0.1,100.0,Armando Broja,0.0,0.0,2.2641505161980158,True
Abdoulaye,Doucouré,8,5.1,93,3,2,11,2549,0.6,100.0,Abdoulaye Doucouré,0.10592388798228719,0.0706159253215248,18.235290542099893,True
Norberto Bercique,Gomes Betuncal,8,4.9,85,8,0,3,1434,4.6,,Norberto Bercique Gomes Betuncal,0.5020920186971537,0.0,17.34693523531934,True
Jarrad,Branthwaite,8,4.9,88,0,1,9,2509,2.5,100.0,Jarrad Branthwaite,0.0,0.03587086359969003,17.95918000833061,True
Dominic,Calvert-Lewin,8,5.4,62,3,2,8,1600,1.0,100.0,Dominic Calvert-Lewin,0.16874999050781303,0.11249999367187534,11.4814793552816,True
Séamus,Coleman,8,4.3,5,0,0,0,214,0.0,100.0,Séamus Coleman,0.0,0.0,1.1627904272580403,True
Idrissa,Gueye,8,4.8,87,0,3,11,2973,0.2,100.0,Idrissa Gueye,0.0,0.0908173534565887,18.12499622395912,True
James,Garner,8,4.9,40,0,1,4,1500,0.0,100.0,James Garner,0.0,0.059999996400000206,8.163263640150277,True
Jack,Harrison,8,5.2,78,1,3,6,1978,0.2,100.0,Jack Harrison,0.04550050349087699,0.13650151047263095,14.999997115385169,True
Mason,Holgate,8,4.0,1,0,0,0,5,0.1,0.0,Mason Holgate,0.0,0.0,0.24999993750001562,False
Tim,Iroegbunam,8,4.3,22,0,1,0,562,0.6,100.0,Tim Iroegbunam,0.0,0.16014232310888063,5.116277879935377,True
João,Neves Virgínia,8,3.8,0,0,0,0,0,0.8,,João Neves Virgínia,0.0,0.0,0.0,True
Michael,Keane,8,3.8,42,3,0,2,956,4.2,100.0,Michael Keane,0.28242675165438536,0.0,11.052628670360876,True
Neal,Maupay,8,4.9,0,0,0,0,0,0.2,0.0,Neal Maupay,0.0,0.0,0.0,False
Dwight,McNeil,8,5.1,92,4,8,5,1352,1.5,100.0,Dwight McNeil,0.26627217162389394,0.5325443432477879,18.03921214917409,True
Vitalii,Mykolenko,8,4.4,112,1,2,10,2992,7.2,100.0,Vitalii Mykolenko,0.030080212998924074,0.06016042599784815,25.4545396694228,True
Iliman,Ndiaye,8,5.2,112,9,0,14,2351,1.1,100.0,Iliman Ndiaye,0.3445342275593022,0.0,21.5384573964505,True
Nathan,Patterson,8,4.4,14,0,1,0,342,0.0,100.0,Nathan Patterson,0.0,0.2631578254847828,3.18181745867785,True
Jordan,Pickford,8,5.2,147,0,1,11,3330,16.7,,Jordan Pickford,0.0,0.027027026296566857,28.26922533284128,True
James,Tarkowski,8,4.8,105,1,1,10,2922,1.7,0.0,James Tarkowski,0.030800820406545575,0.030800820406545575,21.874995442709285,False
Youssef,Ramalho Chermiti,8,4.9,3,0,0,0,42,0.0,100.0,Youssef Ramalho Chermiti,0.0,0.0,0.6122447730112708,True
Ashley,Young,8,4.2,93,1,4,8,1774,1.4,100.0,Ashley Young,0.05073280464151498,0.20293121856605992,22.142851870749553,True
Carlos,Alcaraz Durán,8,4.7,34,1,3,0,691,0.1,100.0,Carlos Alcaraz Durán,0.13024600329646846,0.3907380098894053,7.234041014033826,True
Jesper,Lindstrøm,8,5.0,44,0,1,6,1229,0.1,0.0,Jesper Lindstrøm,0.0,0.07323026314831271,8.799998240000352,False
Jake,O'Brien,8,4.5,59,2,0,4,1478,1.0,100.0,Jake O'Brien,0.12178619014833754,0.0,13.111108197531511,True
Harrison,Armstrong,8,4.4,2,0,0,0,47,0.1,0.0,Harrison Armstrong,0.0,0.0,0.45454535123969286,False
Jenson,Metcalfe,8,4.5,0,0,0,0,0,0.0,0.0,Jenson Metcalfe,0.0,0.0,0.0,False
Asmir,Begovic,8,4.0,0,0,0,0,0,0.2,,Asmir Begovic,0.0,0.0,0.0,True
Roman,Dixon,8,3.9,0,0,0,0,90,0.1,,Roman Dixon,0.0,0.0,0.0,True
Orel,Mangala,8,5.0,39,1,0,5,1257,0.0,0.0,Orel Mangala,0.07159904021963913,0.0,7.799998440000312,False
Callum,Bates,8,4.5,0,0,0,0,0,0.0,,Callum Bates,0.0,0.0,0.0,True
Martin,Sherif,8,4.5,0,0,0,0,0,0.1,,Martin Sherif,0.0,0.0,0.0,True
David,Moyes,8,0.5,118,0,0,0,0,8.2,,David Moyes,0.0,0.0,235.999528000944,True
Isaac,Heath,8,4.5,0,0,0,0,0,0.0,,Isaac Heath,0.0,0.0,0.0,True
Coby,Ebere,8,4.5,0,0,0,0,0,0.0,,Coby Ebere,0.0,0.0,0.0,True
Reiss,Nelson,9,5.0,27,1,1,1,483,0.0,0.0,Reiss Nelson,0.18633536900583186,0.18633536900583186,5.399998920000216,False
Emile,Smith Rowe,9,5.1,113,6,3,7,2007,7.3,100.0,Emile Smith Rowe,0.26905828389873165,0.13452914194936583,22.156858400616002,True
Joachim,Andersen,9,4.2,50,0,0,4,2583,3.4,100.0,Joachim Andersen,0.0,0.0,11.904759070295459,True
Adama,Traoré,9,4.5,93,2,8,3,1683,1.4,100.0,Adama Traoré,0.10695186593840289,0.42780746375361156,20.666662074075095,True
Andreas,Hoelgebaum Pereira,9,4.9,79,2,6,5,1944,0.8,100.0,Andreas Hoelgebaum Pereira,0.09259258830589868,0.277777764917696,16.122445689296796,True
Calvin,Bassey,9,4.5,75,1,0,5,3074,0.6,100.0,Calvin Bassey,0.029277813066036704,0.0,16.666662962963784,True
Steven,Benda,9,3.9,0,0,0,0,0,0.3,,Steven Benda,0.0,0.0,0.0,True
Tom,Cairney,9,4.8,31,2,0,1,538,0.0,100.0,Tom Cairney,0.3345724347369533,0.0,6.458331987847503,True
Timothy,Castagne,9,4.2,46,0,1,3,1642,0.9,0.0,Timothy Castagne,0.0,0.0548112028422605,10.952378344671821,False
Issa,Diop,9,4.3,31,0,0,1,1334,0.2,,Issa Diop,0.0,0.0,7.209300648999849,True
Luke,Harris,9,4.5,0,0,0,0,0,0.0,0.0,Luke Harris,0.0,0.0,0.0,False
Alex,Iwobi,9,5.5,155,9,6,6,2952,5.7,,Alex Iwobi,0.27439023553688313,0.1829268236912554,28.18181305785217,True
Bernd,Leno,9,5.0,113,0,2,5,3330,3.0,,Bernd Leno,0.0,0.054054052593133714,22.599995480000903,True
Saša,Lukić,9,4.8,54,0,2,4,2263,0.0,75.0,Saša Lukić,0.0,0.07954042989012872,11.249997656250489,False
Kevin,Mbabu,9,4.0,0,0,0,0,0,0.1,0.0,Kevin Mbabu,0.0,0.0,0.0,False
Rodrigo,Muniz Carvalho,9,5.5,86,8,1,2,943,1.4,0.0,Rodrigo Muniz Carvalho,0.7635206058145764,0.09544007572682205,15.636360793388945,False
Raúl,Jiménez,9,5.3,145,12,3,7,2396,4.9,,Raúl Jiménez,0.45075123515542104,0.11268780878885526,27.35848540405936,True
Tim,Ream,9,4.5,0,0,0,0,0,0.0,0.0,Tim Ream,0.0,0.0,0.0,False
Harrison,Reed,9,4.7,10,0,0,0,100,0.0,0.0,Harrison Reed,0.0,0.0,2.1276591217746548,False
Antonee,Robinson,9,4.7,105,0,10,5,3076,16.0,75.0,Antonee Robinson,0.0,0.29258776777213946,22.340420778633874,False
Jay,Stansfield,9,5.0,1,0,0,0,1,0.0,0.0,Jay Stansfield,0.0,0.0,0.199999960000008,False
Kenny,Tete,9,4.4,48,0,2,3,1683,0.2,100.0,Kenny Tete,0.0,0.10695186593840289,10.909088429752629,True
Carlos Vinícius,Alves Morais,9,5.0,3,0,0,0,13,0.3,100.0,Carlos Vinícius Alves Morais,0.0,0.0,0.599999880000024,True
Harry,Wilson,9,5.2,76,6,2,2,1088,0.2,100.0,Harry Wilson,0.4963234883555938,0.16544116278519794,14.615381804734268,True
Ryan,Sessegnon,9,4.2,56,4,2,1,558,3.0,100.0,Ryan Sessegnon,0.6451611862643247,0.32258059313216236,13.333330158730913,True
Jorge,Cuenca Barreno,9,4.4,8,0,0,0,259,0.0,100.0,Jorge Cuenca Barreno,0.0,0.0,1.8181814049587715,True
Josh,King,9,4.4,9,0,0,1,109,0.1,,Josh King,0.0,0.0,2.045454080578618,True
Martial,Godo,9,4.4,2,0,0,0,21,0.0,,Martial Godo,0.0,0.0,0.45454535123969286,True
Sander,Berge,9,5.0,52,0,0,4,2217,0.0,100.0,Sander Berge,0.0,0.0,10.399997920000416,True
Samuel,Amissah,9,4.0,0,0,0,0,0,0.0,,Samuel Amissah,0.0,0.0,0.0,True
Marco Alexandre,Saraiva da Silva,9,1.1,94,0,0,0,0,0.2,,Marco Alexandre Saraiva da Silva,0.0,0.0,85.45446776866567,True
Willian,Borges da Silva,9,5.0,13,0,0,1,251,0.0,,Willian Borges da Silva,0.0,0.0,2.599999480000104,True
Julio,Enciso,10,5.4,59,2,3,2,1155,0.3,100.0,Julio Enciso,0.15584414370045635,0.2337662155506845,10.925923902606684,True
Ali,Al-Hamadi,10,4.7,8,0,0,0,125,0.2,0.0,Ali Al-Hamadi,0.0,0.0,1.702127297419724,False
Elkan,Baggott,10,4.0,0,0,0,0,0,0.0,0.0,Elkan Baggott,0.0,0.0,0.0,False
Nathan,Broadhead,10,4.9,29,1,0,2,613,0.0,75.0,Nathan Broadhead,0.14681890177210252,0.0,5.918366139108951,False
Cameron,Burgess,10,3.8,26,0,2,0,1540,1.9,100.0,Cameron Burgess,0.0,0.11688311005228577,6.842103462604352,True
Wes,Burns,10,4.7,30,0,1,1,922,0.0,0.0,Wes Burns,0.0,0.09761387333487138,6.382977365323964,False
Conor,Chaplin,10,5.1,39,1,2,1,776,0.1,100.0,Conor Chaplin,0.11597936799208362,0.23195873598416725,7.647057324106408,True
Harry,Clarke,10,4.0,1,0,0,0,377,0.0,0.0,Harry Clarke,0.0,0.0,0.24999993750001562,False
Leif,Davis,10,4.2,51,1,2,2,2652,0.9,100.0,Leif Davis,0.033936650432014125,0.06787330086402825,12.142854251701367,True
Liam,Delap,10,5.6,132,12,2,3,2567,3.3,100.0,Liam Delap,0.4207245664724538,0.07012076107874231,23.57142436224565,True
George,Edmundson,10,4.0,1,0,0,0,1,0.1,0.0,George Edmundson,0.0,0.0,0.24999993750001562,False
Jacob,Greaves,10,3.8,36,1,0,2,2115,2.3,100.0,Jacob Greaves,0.04255318967858767,0.0,9.47368171745218,True
Marcus,Myers-Harness,10,4.9,2,0,0,0,43,0.0,0.0,Marcus Myers-Harness,0.0,0.0,0.40816318200751384,False
George,Hirst,10,5.4,44,3,1,0,576,0.0,100.0,George Hirst,0.4687499267578239,0.1562499755859413,8.148146639232102,True
Cameron,Humphreys,10,4.5,0,0,0,0,0,0.0,0.0,Cameron Humphreys,0.0,0.0,0.0,False
Omari,Giraud-Hutchinson,10,5.2,86,3,3,3,2495,0.3,100.0,Omari Giraud-Hutchinson,0.10821642896213282,0.10821642896213282,16.538458357988777,True
Ben,Johnson,10,3.8,30,1,2,0,1346,1.9,100.0,Ben Johnson,0.06686478007590624,0.13372956015181248,7.894734764543483,True
Freddie,Ladapo,10,4.5,0,0,0,0,0,0.4,0.0,Freddie Ladapo,0.0,0.0,0.0,False
Massimo,Luongo,10,4.3,12,0,0,0,192,0.2,100.0,Massimo Luongo,0.0,0.0,2.7906970254192967,True
Sam,Morsy,10,4.8,65,1,1,2,2663,0.1,100.0,Sam Morsy,0.03379646900425001,0.03379646900425001,13.541663845486699,True
Corrie,Ndaba,10,4.0,0,0,0,0,0,0.0,0.0,Corrie Ndaba,0.0,0.0,0.0,False
Cieran,Slicker,10,3.9,0,0,0,0,0,0.6,,Cieran Slicker,0.0,0.0,0.0,True
Jack,Taylor,10,4.8,37,1,0,0,825,0.0,100.0,Jack Taylor,0.10909089719008395,0.0,7.70833172743089,True
Axel,Tuanzebe,10,3.9,26,0,1,1,1620,1.2,100.0,Axel Tuanzebe,0.0,0.055555552469135974,6.666664957265396,True
Christian,Walton,10,4.3,14,0,0,1,540,0.2,100.0,Christian Walton,0.0,0.0,3.2558131963225123,True
Luke,Woolfenden,10,3.9,18,0,0,1,1187,1.2,,Luke Woolfenden,0.0,0.0,4.615383431952966,True
Kalvin,Phillips,10,4.8,27,0,0,1,1231,0.1,0.0,Kalvin Phillips,0.0,0.0,5.6249988281252445,False
Arijanet,Muric,10,4.4,49,0,0,1,1620,0.5,0.0,Arijanet Muric,0.0,0.0,11.136361105372474,False
Jaden,Philogene,10,5.3,37,2,0,2,796,0.1,0.0,Jaden Philogene,0.22613062769879838,0.0,6.9811307582772155,False
Conor,Townsend,10,3.9,11,0,1,0,334,0.5,50.0,Conor Townsend,0.0,0.26946100523505845,2.8205120973045905,False
Sam,Szmodics,10,5.7,53,4,0,2,976,0.1,50.0,Sam Szmodics,0.36885242500336246,0.0,9.298243982764212,False
Jens,Cajuste,10,4.5,58,1,0,1,1883,0.1,100.0,Jens Cajuste,0.04779606781643861,0.0,12.888886024691994,True
Dara,O'Shea,10,3.9,48,0,2,2,3032,1.2,100.0,Dara O'Shea,0.0,0.059366752855208524,12.307689151874577,True
Jack,Clarke,10,5.4,52,0,4,1,1141,0.0,,Jack Clarke,0.0,0.3155126832636797,9.629627846365214,True
Chiedozie,Ogbene,10,4.8,7,0,0,0,237,0.0,0.0,Chiedozie Ogbene,0.0,0.0,1.4583330295139523,False
Ben,Godfrey,10,4.0,-1,0,0,0,158,0.0,,Ben Godfrey,0.0,0.0,-0.24999993750001562,True
Kieran,McKenna,10,0.5,50,0,0,0,0,0.4,,Kieran McKenna,0.0,0.0,99.9998000004,True
Alex,Palmer,10,4.5,22,0,0,0,1170,0.1,,Alex Palmer,0.0,0.0,4.888887802469377,True
Somto,Boniface,10,4.0,0,0,0,0,0,0.0,,Somto Boniface,0.0,0.0,0.0,True
Tom,Taylor,10,4.5,0,0,0,0,0,0.0,,Tom Taylor,0.0,0.0,0.0,True
Facundo,Buonanotte,11,4.5,74,5,2,2,1490,0.4,100.0,Facundo Buonanotte,0.3020134045763715,0.1208053618305486,16.44444079012427,True
Jordan,Ayew,11,5.1,73,5,0,4,1559,0.2,100.0,Jordan Ayew,0.2886465516496538,0.0,14.313722683583789,True
Odsonne,Edouard,11,5.1,7,0,0,0,141,0.2,100.0,Odsonne Edouard,0.0,0.0,1.3725487504806373,True
Boubakary,Soumaré,11,4.4,46,0,0,1,2075,0.3,100.0,Boubakary Soumaré,0.0,0.0,10.454543078512936,True
Tom,Cannon,11,4.5,0,0,0,0,0,0.3,0.0,Tom Cannon,0.0,0.0,0.0,False
Hamza,Choudhury,11,4.4,4,0,0,0,129,1.0,0.0,Hamza Choudhury,0.0,0.0,0.9090907024793857,False
Conor,Coady,11,4.0,39,1,0,2,1622,0.4,100.0,Conor Coady,0.05548704994214889,0.0,9.749997562500608,True
Patson,Daka,11,4.8,32,1,0,0,646,0.5,100.0,Patson Daka,0.13931886603916727,0.0,6.666665277778067,True
Bobby,De Cordova-Reid,11,5.2,48,1,4,1,734,0.1,0.0,Bobby De Cordova-Reid,0.12261578878008042,0.4904631551203217,9.230767455621642,False
Wout,Faes,11,3.8,53,1,0,3,2722,5.0,100.0,Wout Faes,0.033063922492375816,0.0,13.947364750693486,True
Michael,Golding,11,4.4,1,0,0,0,1,0.2,,Michael Golding,0.0,0.0,0.22727267561984643,True
Mads,Hermansen,11,4.4,63,0,0,1,2385,0.4,0.0,Mads Hermansen,0.0,0.0,14.318178564050324,False
Daniel,Iversen,11,3.9,0,0,0,0,0,0.7,,Daniel Iversen,0.0,0.0,0.0,True
James,Justin,11,4.1,69,2,2,3,2822,1.1,100.0,James Justin,0.0637845479303298,0.0637845479303298,16.829264187984347,True
Victor,Kristiansen,11,4.4,33,0,1,1,2393,0.1,100.0,Victor Kristiansen,0.0,0.03760969352909636,7.499998295454932,True
Wanya,Marçal-Madivádua,11,4.5,0,0,0,0,0,0.0,0.0,Wanya Marçal-Madivádua,0.0,0.0,0.0,False
